ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
658,,,3,1,242,3,,,10,3606,1
659,,,4,4,169,3,,,23,1058,1
660,,,5,3,138,2,,,13,1056,1
661,,,5,1,158,3,,,9,1483,1
662,,,5,3,146,4,,,5,1718,1
663,,,4,4,218,5,,,36,2995,1
664,,,3,2,178,2,,,22,1247,1
665,,,4,5,197,3,,,34,3784,1
666,,,3,3,243,2,,,17,3230,1
667,,,5,2,254,4,,,37,2608,1
668,,,3,1,237,4,,,33,2782,1
669,,,5,1,179,3,,,62,1945,1
670,,,3,2,189,3,,,38,2108,1
671,,,4,3,244,3,,,1,3982,1
672,,,3,3,266,2,,,46,3594,1
673,,,5,4,263,3,,,10,2538,1
674,,,3,2,247,2,,,39,3189,1
675,,,4,5,202,3,,,6,2616,1
676,,,4,4,227,3,,,1,2761,1
677,,,4,5,189,2,,,15,2457,1
678,,,6,4,160,2,,,31,1689,1
679,,,3,3,117,3,,,56,1618,1
680,,,3,1,202,2,,,52,2312,1
681,,,4,3,201,3,,,54,2487,1
682,,,3,4,273,2,,,39,2651,1
683,,,4,4,143,2,,,58,1038,1
684,,,4,5,137,4,,,29,1262,1
685,,,5,5,236,3,,,34,3455,1
686,,,4,2,241,2,,,17,3844,1
687,,,4,2,187,2,,,6,3625,1
688,,,4,5,273,2,,,63,3516,1
689,,,5,2,170,3,,,15,1314,1
690,,,3,5,138,3,,,37,1266,1
691,,,5,4,150,2,,,60,1034,1
692,,,5,5,140,3,,,42,1384,1
693,,,4,1,250,2,,,17,3544,1
694,,,3,3,207,7,,,19,2182,1
695,,,4,4,214,3,,,36,2684,1
696,,,4,1,179,3,,,63,1215,1
697,,,5,1,149,4,,,20,1110,1
698,,,3,5,151,2,,,16,1422,1
699,,,4,3,264,3,,,23,2376,1
700,,,6,5,113,3,,,31,1037,1
701,,,6,1,281,3,,,36,2536,1
702,,,4,2,197,7,,,43,3730,1
703,,,3,4,265,8,,,35,3299,1
704,,,4,2,259,3,,,47,3764,1
705,,,5,1,200,8,,,18,3806,1
706,,,2,4,111,2,,,60,1787,1
707,,,3,5,223,3,,,53,3670,1
708,,,3,3,241,3,,,5,2713,1
709,,,4,1,139,3,,,25,1152,1
710,,,7,1,192,3,,,38,1372,1
711,,,3,4,117,3,,,23,1527,1
712,,,3,1,202,2,,,21,3120,1
713,,,4,2,201,3,,,39,2066,1
714,,,3,3,273,2,,,16,2466,1
715,,,4,3,143,2,,,64,1910,1
716,,,4,1,137,4,,,15,1391,1
717,,,5,3,236,3,,,47,3519,1
718,,,4,1,241,2,,,39,2935,1
719,,,4,5,187,2,,,44,3218,1
720,,,4,3,273,2,,,43,3462,1
721,,,5,3,170,3,,,12,1018,1
722,,,3,4,138,3,,,54,1648,1
723,,,5,3,150,2,,,2,1682,1
724,,,5,4,140,3,,,56,1332,1
725,,,4,3,250,2,,,46,2878,1
726,,,3,4,207,7,,,46,2670,1
727,,,4,2,214,3,,,18,2574,1
728,,,4,3,179,3,,,45,1903,1
729,,,5,2,149,4,,,48,1068,1
730,,,3,1,151,2,,,4,1748,1
731,,,4,5,264,3,,,16,2245,1
732,,,6,5,113,3,,,35,1402,1
733,,,6,3,281,3,,,11,2135,1
734,,,4,4,197,7,,,22,2065,1
735,,,3,4,265,8,,,2,3622,1
736,,,4,1,259,3,,,39,2427,1
737,,,5,3,200,8,,,9,2741,1
738,,,2,1,111,2,,,10,1920,1
739,,,3,2,223,3,,,6,2127,1
740,,,3,2,241,3,,,22,3030,1
741,,,4,5,139,3,,,65,1277,1
742,,,7,4,192,3,,,33,1694,1
743,,,3,5,180,4,,,59,1481,1
744,,,3,3,153,5,,,35,1089,1
745,,,2,4,280,4,,,48,1463,1
746,,,7,5,243,5,,,28,1100,1
747,,,3,4,214,2,,,50,3881,1
748,,,4,4,177,2,,,6,1112,1
749,,,3,2,182,3,,,39,3828,1
750,,,4,5,185,3,,,17,2824,1
751,,,3,3,143,3,,,23,1281,1
752,,,3,3,162,3,,,7,1901,1
753,,,3,1,171,2,,,34,1999,1
754,,,5,1,227,3,,,14,2589,1
755,,,3,5,205,6,,,25,2232,1
756,,,3,5,258,3,,,17,3033,1
757,,,4,5,195,5,,,10,3537,1
758,,,4,1,224,2,,,8,3638,1
759,,,2,5,192,6,,,41,2673,1
760,,,3,3,202,3,,,35,3986,1
761,,,5,3,235,2,,,12,3358,1
762,,,3,4,218,3,,,22,3818,1
763,,,6,5,176,4,,,31,1262,1
764,,,3,3,221,2,,,26,3120,1
765,,,3,4,157,3,,,32,1370,1
766,,,4,2,259,4,,,13,2495,1
767,,,2,1,249,3,,,11,2534,1
768,,,4,1,263,5,,,62,2292,1
769,,,4,3,141,3,,,2,1915,1
770,,,4,1,114,3,,,9,1240,1
771,,,3,4,179,4,,,44,1004,1
772,,,4,3,179,3,,,40,1584,1
773,,,3,5,193,3,,,47,3523,1
774,,,3,2,137,3,,,23,1246,1
775,,,3,5,110,3,,,55,1875,1
776,,,3,1,270,3,,,61,3582,1
777,,,5,1,175,3,,,64,1110,1
778,,,5,1,234,2,,,12,2372,1
779,,,2,4,177,3,,,48,1113,1
780,,,3,4,153,2,,,24,1442,1
781,,,4,5,252,3,,,16,2332,1
782,,,2,4,122,2,,,32,1213,1
783,,,4,5,215,2,,,34,2258,1
784,,,3,3,140,4,,,47,1207,1
785,,,3,1,209,2,,,43,2237,1
786,,,2,3,144,3,,,40,1500,1
787,,,4,2,210,3,,,16,2046,1
788,,,5,1,160,3,,,22,1693,1
789,,,5,4,134,2,,,20,1549,1
790,,,3,2,138,3,,,34,1159,1
791,,,4,3,200,2,,,65,3485,1
792,,,5,4,133,2,,,30,1161,1
793,,,2,4,121,5,,,32,1788,1
794,,,4,3,257,3,,,5,2489,1
795,,,4,5,255,4,,,14,3099,1
796,,,4,1,158,3,,,32,1061,1
797,,,4,4,248,4,,,49,2322,1
798,,,2,3,194,4,,,65,3795,1
799,,,4,3,184,3,,,19,2774,1
800,,,5,5,249,4,,,38,2797,1
801,,,5,5,170,2,,,36,1278,1
802,,,3,4,261,2,,,1,3398,1
803,,,3,2,262,2,,,26,2370,1
804,,,4,4,224,3,,,9,2952,1
805,,,3,4,130,2,,,42,1213,1
806,,,4,1,133,3,,,57,1379,1
807,,,3,1,145,4,,,58,1751,1
808,,,2,4,136,6,,,53,1213,1
809,,,4,5,163,5,,,24,1658,1
810,,,3,3,183,3,,,45,2181,1
811,,,5,3,216,3,,,1,2434,1
812,,,4,1,182,3,,,28,2005,1
813,,,4,5,191,3,,,19,2392,1
814,,,3,2,140,2,,,7,1401,1
815,,,4,4,161,3,,,59,1165,1
816,,,4,2,200,4,,,43,2747,1
817,,,4,1,176,3,,,36,1891,1
818,,,5,2,247,3,,,32,3645,1
819,,,3,4,262,2,,,15,3287,1
820,,,4,5,154,2,,,49,1532,1
821,,,3,1,186,3,,,11,3800,1
822,,,2,1,98,3,,,29,1806,1
823,,,3,3,268,3,,,33,3872,1
824,,,5,3,178,2,,,60,1830,1
825,,,3,1,142,2,,,18,1428,1
826,,,4,5,160,3,,,33,1837,1
827,,,5,2,232,2,,,24,2174,1
828,,,4,2,209,2,,,23,2533,1
829,,,4,2,230,3,,,33,3602,1
830,,,5,4,223,3,,,40,2074,1
831,,,4,4,201,3,,,7,2644,1
832,,,3,5,224,3,,,20,2937,1
833,,,2,3,251,3,,,2,3351,1
834,,,3,4,145,6,,,57,1949,1
835,,,5,4,271,3,,,16,2563,1
836,,,3,5,218,4,,,60,3048,1
837,,,3,4,229,2,,,51,2628,1
838,,,5,2,278,2,,,17,2493,1
839,,,2,4,168,3,,,15,1886,1
840,,,5,2,151,6,,,12,1920,1
841,,,3,1,232,3,,,9,2958,1
842,,,3,2,140,2,,,16,1685,1
843,,,4,2,141,3,,,34,1619,1
844,,,5,4,182,5,,,23,3398,1
845,,,4,2,139,5,,,52,1977,1
846,,,5,2,145,5,,,22,1818,1
847,,,4,4,140,3,,,11,1911,1
848,,,3,4,267,3,,,62,3589,1
849,,,3,1,191,3,,,60,2069,1
850,,,4,2,133,4,,,52,1401,1
851,,,4,2,170,2,,,1,1446,1
852,,,4,5,170,2,,,57,1533,1
853,,,3,2,149,4,,,21,1636,1
854,,,5,4,279,2,,,1,3933,1
855,,,4,3,121,2,,,11,1906,1
856,,,3,2,139,2,,,63,1767,1
857,,,3,4,265,2,,,64,2493,1
858,,,5,2,239,5,,,24,2472,1
859,,,4,3,119,5,,,5,1841,1
860,,,4,1,265,4,,,30,3896,1
861,,,5,3,144,6,,,35,1009,1
862,,,3,2,148,2,,,58,1537,1
863,,,5,4,269,2,,,38,2770,1
864,,,2,3,188,3,,,51,3191,1
865,,,3,4,187,2,,,8,3725,1
866,,,6,1,168,5,,,65,1601,1
867,,,4,1,199,2,,,46,3371,1
868,,,4,3,261,3,,,10,2802,1
869,,,3,1,218,3,,,4,2304,1
870,,,3,1,196,3,,,64,2911,1
871,,,4,5,147,3,,,46,1469,1
872,,,4,2,208,3,,,17,2777,1
873,,,3,1,178,5,,,15,1242,1
874,,,4,4,197,3,,,20,3080,1
875,,,2,4,206,2,,,30,3955,1
876,,,4,1,222,3,,,45,3158,1
877,,,3,3,247,2,,,55,3461,1
878,,,4,1,222,3,,,25,2582,1
879,,,6,1,205,5,,,14,3213,1
880,,,5,2,244,3,,,8,3571,1
881,,,2,4,194,6,,,39,3770,1
882,,,4,5,190,2,,,36,3548,1
883,,,3,4,169,2,,,17,1242,1
884,,,3,2,251,2,,,5,3443,1
885,,,2,2,161,2,,,1,1642,1
886,,,3,2,252,4,,,29,2353,1
887,,,4,2,271,3,,,19,2693,1
888,,,5,3,150,3,,,21,1187,1
889,,,3,5,212,3,,,6,2069,1
890,,,5,3,198,4,,,65,3407,1
891,,,3,4,266,2,,,33,3798,1
892,,,3,4,255,4,,,12,2266,1
893,,,4,1,166,3,,,3,1453,1
894,,,3,2,232,2,,,39,2139,1
895,,,3,5,198,2,,,62,3015,1
896,,,4,3,170,3,,,21,1588,1
897,,,4,2,162,2,,,16,1014,1
898,,,3,4,135,3,,,22,1378,1
899,,,3,5,242,3,,,19,3753,1
900,,,4,3,206,3,,,20,2247,1
901,,,5,5,253,6,,,59,2627,1
902,,,5,3,208,3,,,35,3884,1
903,,,3,3,250,3,,,33,3463,1
904,,,4,1,143,2,,,3,1996,1
905,,,5,5,236,3,,,62,3365,1
906,,,4,4,147,3,,,13,1145,1
907,,,2,5,113,5,,,43,1638,1
908,,,5,1,165,2,,,54,1190,1
909,,,4,1,235,4,,,22,2066,1
910,,,4,5,186,10,,,42,3521,1
911,,,4,2,274,10,,,29,2949,1
912,,,2,5,163,3,,,37,1079,1
913,,,4,4,161,3,,,6,1386,1
914,,,4,4,264,2,,,35,2336,1
915,,,3,1,255,2,,,42,3459,1
916,,,4,1,258,3,,,3,3928,1
917,,,5,5,261,8,,,39,2103,1
918,,,5,3,188,7,,,3,3637,1
919,,,3,4,188,3,,,11,3072,1
920,,,3,2,160,10,,,25,1548,1
921,,,3,2,214,2,,,26,3503,1
922,,,4,4,209,8,,,46,3345,1
923,,,4,1,208,7,,,8,2193,1
924,,,3,3,265,4,,,47,2557,1
925,,,4,1,161,2,,,41,1992,1
926,,,5,3,217,3,,,61,3067,1
927,,,3,1,210,2,,,52,2444,1
928,,,3,3,179,2,,,60,1808,1
929,,,3,2,180,4,,,55,1165,1
930,,,3,3,153,5,,,12,1972,1
931,,,4,3,162,2,,,2,1714,1
932,,,3,2,135,3,,,27,1898,1
933,,,3,5,242,3,,,3,2268,1
934,,,4,4,206,3,,,33,2804,1
935,,,5,1,253,6,,,12,2486,1
936,,,5,2,208,3,,,8,3442,1
937,,,3,2,250,3,,,49,3798,1
938,,,4,5,143,2,,,20,1360,1
939,,,5,3,236,3,,,7,3589,1
940,,,4,1,147,3,,,15,1956,1
941,,,2,1,113,5,,,9,1957,1
942,,,5,4,165,2,,,46,1482,1
943,,,4,4,235,4,,,50,2020,1
944,,,4,2,186,10,,,45,3722,1
945,,,4,5,274,10,,,5,3910,1
946,,,2,2,163,3,,,35,1547,1
947,,,4,2,161,3,,,22,1819,1
948,,,4,1,264,2,,,8,2436,1
949,,,3,3,255,2,,,3,2894,1
950,,,4,1,258,3,,,53,2428,1
951,,,5,2,261,8,,,1,3308,1
952,,,5,4,188,7,,,48,2466,1
953,,,3,5,188,3,,,9,3206,1
954,,,3,1,160,10,,,29,1952,1
955,,,3,1,214,2,,,50,2720,1
956,,,4,5,209,8,,,59,2948,1
957,,,4,1,208,7,,,65,2674,1
958,,,3,1,265,4,,,50,2249,1
959,,,4,1,161,2,,,21,1075,1
960,,,5,2,217,3,,,21,2600,1
961,,,3,4,210,2,,,35,2741,1
962,,,3,3,179,2,,,62,1765,1
963,,,3,2,180,4,,,52,1329,1
964,,,4,5,158,5,,,55,1936,1
965,,,6,1,291,5,,,53,1682,1
966,,,5,2,231,2,,,55,3894,1
967,,,4,5,163,4,,,49,1470,1
968,,,5,3,146,3,,,41,1204,1
969,,,2,5,272,2,,,24,3638,1
970,,,2,1,121,2,,,18,1839,1
971,,,6,2,118,2,,,40,1014,1
972,,,3,5,173,2,,,14,1638,1
973,,,4,5,243,2,,,23,2686,1
974,,,5,4,229,3,,,29,2505,1
975,,,5,3,96,4,,,12,1655,1
976,,,5,5,249,3,,,55,3558,1
977,,,3,2,165,2,,,24,1966,1
978,,,4,5,223,3,,,63,2427,1
979,,,3,3,267,2,,,52,2949,1
980,,,4,4,140,2,,,47,1831,1
981,,,4,4,209,3,,,44,2075,1
982,,,3,5,243,3,,,4,3189,1
983,,,3,2,175,4,,,17,1276,1
984,,,5,4,133,3,,,9,1051,1
985,,,3,3,167,3,,,24,1111,1
986,,,6,1,172,6,,,50,1052,1
987,,,5,4,257,2,,,55,2257,1
988,,,3,3,202,2,,,39,3857,1
989,,,3,1,223,3,,,31,3942,1
990,,,3,2,182,2,,,40,2592,1
991,,,3,2,234,3,,,33,2789,1
992,,,3,5,140,3,,,30,1035,1
993,,,4,3,136,3,,,9,1548,1
994,,,4,3,210,3,,,6,2568,1
995,,,5,1,259,3,,,37,3023,1
996,,,4,2,141,2,,,52,1012,1
997,,,4,3,151,4,,,13,1583,1
998,,,3,5,164,3,,,43,1423,1
999,,,3,3,141,2,,,48,1758,1
1000,,,3,3,271,2,,,15,3542,1
1001,,,4,3,191,4,,,15,2544,1
1002,,,3,1,181,3,,,22,3266,1
1003,,,3,3,241,5,,,8,2182,1
1004,,,3,3,254,3,,,3,2837,1
1005,,,3,2,146,6,,,62,1162,1
1006,,,5,1,271,2,,,46,2744,1
1007,,,3,1,185,2,,,42,2803,1
1008,,,4,5,170,3,,,9,1138,1
1009,,,4,1,265,2,,,18,3327,1
1010,,,4,4,142,4,,,8,1777,1
1011,,,2,5,228,2,,,49,3024,1
1012,,,4,5,262,4,,,16,2871,1
1013,,,3,3,205,2,,,54,2427,1
1014,,,4,1,178,2,,,39,1362,1
1015,,,2,2,153,2,,,46,1130,1
1016,,,3,4,186,2,,,63,3447,1
1017,,,4,1,167,3,,,22,1403,1
1018,,,3,3,148,2,,,42,1950,1
1019,,,3,2,167,2,,,2,1010,1
1020,,,3,2,261,5,,,45,2488,1
1021,,,3,4,166,3,,,43,1095,1
1022,,,3,1,226,2,,,18,2319,1
1023,,,3,4,260,3,,,21,2003,1
1024,,,5,1,246,3,,,44,3993,1
1025,,,3,2,221,3,,,21,3686,1
1026,,,5,4,191,4,,,63,2039,1
1027,,,3,1,138,5,,,8,1349,1
1028,,,3,1,146,3,,,16,1714,1
1029,,,3,3,193,3,,,11,3188,1
1030,,,3,1,229,2,,,12,3111,1
1031,,,4,1,239,2,,,16,2504,1
1032,,,6,2,103,4,,,37,1093,1
1033,,,5,4,254,5,,,36,2039,1
1034,,,2,2,198,2,,,11,3686,1
1035,,,3,3,208,3,,,61,3783,1
1036,,,3,5,253,2,,,17,2205,1
1037,,,4,3,261,2,,,47,2336,1
1038,,,3,1,156,3,,,49,1253,1
1039,,,4,3,97,2,,,26,1598,1
1040,,,2,5,275,2,,,41,2546,1
1041,,,2,1,189,2,,,48,2429,1
1042,,,3,1,236,3,,,28,3290,1
1043,,,5,1,170,3,,,60,1883,1
1044,,,4,2,251,2,,,53,2673,1
1045,,,3,3,205,2,,,58,2187,1
1046,,,4,5,135,3,,,53,1744,1
1047,,,3,3,231,2,,,24,2177,1
1048,,,3,4,257,3,,,56,2941,1
1049,,,5,2,162,3,,,57,1233,1
1050,,,6,5,237,5,,,63,2573,1
1051,,,3,4,134,4,,,53,1887,1
1052,,,2,1,163,3,,,24,1119,1
1053,,,5,5,264,3,,,27,2019,1
1054,,,5,2,173,4,,,21,1674,1
1055,,,2,4,191,3,,,58,2586,1
1056,,,3,3,152,3,,,5,1385,1
1057,,,3,4,272,4,,,23,2048,1
1058,,,4,2,198,2,,,60,3368,1
1059,,,4,3,260,4,,,40,3668,1
1060,,,4,3,158,6,,,43,1478,1
1061,,,5,3,252,4,,,63,3729,1
1062,,,4,2,199,3,,,64,2470,1
1063,,,4,2,272,4,,,62,2307,1
1064,,,3,4,209,3,,,37,2215,1
1065,,,3,2,147,4,,,13,1657,1
1066,,,4,2,166,4,,,63,1759,1
1067,,,3,4,165,2,,,48,1706,1
1068,,,4,5,162,2,,,57,1715,1
1069,,,3,3,255,3,,,23,3764,1
1070,,,5,5,179,5,,,38,1437,1
1071,,,3,4,250,2,,,61,3207,1
1072,,,3,5,251,2,,,28,3936,1
1073,,,4,4,198,2,,,5,2270,1
1074,,,3,1,148,2,,,34,1053,1
1075,,,4,5,268,3,,,3,2758,1
1076,,,5,2,239,3,,,47,3673,1
1077,,,3,4,195,3,,,10,2021,1
1078,,,4,3,252,2,,,51,2658,1
1079,,,3,5,272,3,,,48,3780,1
1080,,,2,4,141,3,,,27,1628,1
1081,,,3,1,224,3,,,45,3624,1
1082,,,6,3,270,3,,,56,3251,1
1083,,,6,3,236,3,,,6,2639,1
1084,,,3,1,227,3,,,47,3512,1
1085,,,3,4,262,3,,,7,2424,1
1086,,,3,1,228,2,,,45,2257,1
1087,,,4,2,176,3,,,23,1909,1
1088,,,4,2,147,3,,,44,1873,1
1089,,,5,2,196,3,,,44,2085,1
1090,,,3,1,112,5,,,41,1249,1
1091,,,4,2,221,2,,,54,3065,1
1092,,,3,5,154,3,,,46,1312,1
1093,,,4,4,200,3,,,19,2976,1
1094,,,2,5,216,2,,,57,3807,1
1095,,,3,1,185,3,,,3,3051,1
1096,,,4,2,199,3,,,23,2994,1
1097,,,5,2,265,3,,,12,2892,1
1098,,,3,2,263,3,,,57,2113,1
1099,,,4,2,181,2,,,28,2815,1
1100,,,4,3,163,2,,,12,1092,1
1101,,,5,2,260,2,,,23,3962,1
1102,,,6,2,159,5,,,22,1247,1
1103,,,4,1,227,3,,,54,3043,1
1104,,,3,3,104,5,,,41,1936,1
1105,,,3,4,188,4,,,49,3067,1
1106,,,5,3,202,3,,,41,3536,1
1107,,,3,3,213,6,,,17,2424,1
1108,,,3,1,211,2,,,45,3332,1
1109,,,4,4,232,3,,,61,2484,1
1110,,,4,3,143,2,,,39,1727,1
1111,,,5,1,196,3,,,24,2957,1
1112,,,4,1,150,6,,,42,1070,1
1113,,,5,1,222,3,,,21,2351,1
1114,,,3,2,203,3,,,3,2791,1
1115,,,5,2,178,3,,,60,1176,1
1116,,,4,2,272,2,,,21,3271,1
1117,,,4,2,182,3,,,58,3943,1
1118,,,4,4,205,3,,,11,2255,1
1119,,,3,2,171,3,,,11,1282,1
1120,,,4,1,172,2,,,48,1993,1
1121,,,3,2,210,2,,,30,3928,1
1122,,,2,1,264,3,,,10,3409,1
1123,,,4,1,181,4,,,46,2399,1
1124,,,3,5,240,3,,,54,2919,1
1125,,,4,4,140,4,,,46,1442,1
1126,,,6,4,283,5,,,35,2686,1
1127,,,4,3,263,4,,,23,2960,1
1128,,,4,4,136,3,,,35,1234,1
1129,,,4,4,145,4,,,35,1210,1
1130,,,3,3,162,2,,,42,1763,1
1131,,,5,1,230,6,,,60,2067,1
1132,,,3,3,148,5,,,61,1452,1
1133,,,3,3,175,3,,,45,1212,1
1134,,,4,2,227,2,,,35,3583,1
1135,,,4,1,177,4,,,13,1569,1
1136,,,6,1,257,3,,,60,3416,1
1137,,,5,5,198,5,,,36,2803,1
1138,,,3,5,251,3,,,59,3651,1
1139,,,5,5,158,3,,,47,1246,1
1140,,,4,5,171,6,,,27,1840,1
1141,,,4,1,260,2,,,2,2980,1
1142,,,3,4,263,3,,,42,2992,1
1143,,,6,3,269,2,,,43,2300,1
1144,,,3,3,224,2,,,37,3220,1
1145,,,4,1,118,5,,,50,1413,1
1146,,,5,1,186,10,,,64,2529,1
1147,,,5,5,191,2,,,34,2708,1
1148,,,5,5,174,6,,,26,1184,1
1149,,,3,1,140,2,,,55,1339,1
1150,,,4,2,193,2,,,48,2371,1
1151,,,3,4,148,10,,,12,1779,1
1152,,,2,2,176,5,,,55,1211,1
1153,,,4,1,135,10,,,35,1989,1
1154,,,6,5,154,10,,,48,1990,1
1155,,,4,5,143,8,,,44,1756,1
1156,,,4,3,173,2,,,10,1179,1
1157,,,4,5,262,3,,,38,3139,1
1158,,,4,1,171,3,,,58,1516,1
1159,,,4,3,246,2,,,55,2387,1
1160,,,3,4,266,2,,,55,2779,1
1161,,,4,5,127,8,,,39,1411,1
1162,,,5,2,167,8,,,28,1921,1
1163,,,4,2,187,4,,,37,2200,1
1164,,,3,2,162,2,,,54,1614,1
1165,,,5,2,230,6,,,10,3604,1
1166,,,3,4,148,5,,,50,1540,1
1167,,,3,3,175,3,,,55,1229,1
1168,,,4,1,227,2,,,60,3080,1
1169,,,4,3,177,4,,,38,1767,1
1170,,,6,1,257,3,,,37,2239,1
1171,,,5,1,198,5,,,49,3187,1
1172,,,3,1,251,3,,,18,2240,1
1173,,,5,2,158,3,,,16,1499,1
1174,,,4,3,171,6,,,9,1909,1
1175,,,4,3,260,2,,,38,2526,1
1176,,,3,1,263,3,,,25,3689,1
1177,,,6,4,269,2,,,47,4000,1
1178,,,3,2,224,2,,,49,3749,1
1179,,,4,3,118,5,,,15,1601,1
1180,,,5,4,186,10,,,24,3621,1
1181,,,5,2,191,2,,,6,2059,1
1182,,,5,1,174,6,,,44,1635,1
1183,,,3,3,140,2,,,55,1847,1
1184,,,4,1,193,2,,,37,3510,1
1185,,,3,5,148,10,,,35,1597,1
1186,,,2,3,176,5,,,29,1254,1
1187,,,4,4,135,10,,,57,1361,1
1188,,,6,5,154,10,,,14,1204,1
1189,,,4,5,143,8,,,38,1095,1
1190,,,4,2,173,2,,,30,1336,1
1191,,,4,3,262,3,,,46,2904,1
1192,,,4,5,171,3,,,21,1683,1
1193,,,4,4,246,2,,,11,2282,1
1194,,,3,4,266,2,,,49,2643,1
1195,,,4,1,127,8,,,12,1519,1
1196,,,5,5,167,8,,,44,1547,1
1197,,,4,2,187,4,,,49,3225,1
1198,,,6,2,294,4,,,35,1625,1
1199,,,4,2,158,4,,,13,1785,1
1200,,,6,5,135,5,,,55,1078,1
1201,,,4,2,238,3,,,28,1915,1
1202,,,6,1,213,3,,,63,1548,1
1203,,,4,4,237,2,,,21,1495,1
1204,,,4,1,257,3,,,47,1308,1
1205,,,5,2,198,5,,,65,1994,1
1206,,,3,3,218,3,,,48,3425,1
1207,,,4,4,236,4,,,65,2280,1
1208,,,3,1,100,3,,,17,1129,1
1209,,,3,1,154,2,,,44,1994,1
1210,,,5,1,238,3,,,32,3832,1
1211,,,5,5,128,5,,,34,1008,1
1212,,,4,1,140,3,,,9,1431,1
1213,,,2,4,187,3,,,50,3878,1
1214,,,4,3,256,3,,,15,3155,1
1215,,,3,3,270,4,,,18,2397,1
1216,,,4,2,202,2,,,45,3008,1
1217,,,3,5,256,3,,,62,2971,1
1218,,,4,3,135,2,,,37,1597,1
1219,,,4,4,184,4,,,8,2306,1
1220,,,5,5,169,4,,,23,1922,1
1221,,,3,2,178,4,,,48,1079,1
1222,,,4,5,265,3,,,41,3101,1
1223,,,4,3,217,2,,,22,2138,1
1224,,,3,1,258,2,,,11,2791,1
1225,,,3,3,218,2,,,9,2069,1
1226,,,3,1,135,2,,,7,1316,1
1227,,,3,3,150,2,,,61,1053,1
1228,,,3,4,200,3,,,49,2942,1
1229,,,6,1,136,3,,,12,1592,1
1230,,,3,2,119,2,,,32,1791,1
1231,,,5,4,212,6,,,5,2041,1
1232,,,4,2,272,2,,,57,2377,1
1233,,,4,2,166,3,,,5,1610,1
1234,,,3,5,176,3,,,1,1982,1
1235,,,2,3,280,4,,,17,3555,1
1236,,,3,2,169,2,,,19,1922,1
1237,,,3,1,231,6,,,64,3627,1
1238,,,4,1,140,2,,,5,1274,1
1239,,,3,5,183,3,,,44,3158,1
1240,,,4,5,157,3,,,28,1557,1
1241,,,4,5,210,4,,,28,3905,1
1242,,,4,5,227,4,,,20,2217,1
1243,,,4,1,250,2,,,45,3021,1
1244,,,6,3,171,5,,,61,1947,1
1245,,,4,2,136,2,,,17,1285,1
1246,,,4,3,258,3,,,58,2579,1
1247,,,6,2,271,5,,,14,2514,1
1248,,,4,4,197,3,,,29,2915,1
1249,,,5,2,217,3,,,27,2999,1
1250,,,4,1,247,3,,,9,2414,1
1251,,,4,4,192,4,,,46,3599,1
1252,,,3,1,254,3,,,6,3496,1
1253,,,5,5,226,3,,,65,3840,1
1254,,,5,3,197,2,,,48,2481,1
1255,,,3,1,203,4,,,12,2779,1
1256,,,4,5,196,3,,,16,3722,1
1257,,,2,2,180,3,,,33,1217,1
1258,,,3,5,219,3,,,54,3145,1
1259,,,4,4,266,2,,,15,3425,1
1260,,,5,1,144,2,,,20,1082,1
1261,,,5,3,197,2,,,12,3400,1
1262,,,4,1,258,3,,,4,3686,1
1263,,,3,3,187,3,,,63,2481,1
1264,,,5,4,184,3,,,9,3332,1
1265,,,4,3,142,2,,,63,1615,1
1266,,,3,5,283,5,,,50,2848,1
1267,,,4,2,221,2,,,13,3097,1
1268,,,3,2,233,5,,,44,2010,1
1269,,,6,4,129,5,,,58,1463,1
1270,,,3,4,154,2,,,43,1542,1
1271,,,4,4,158,3,,,63,1387,1
1272,,,5,3,236,6,,,9,3715,1
1273,,,3,5,257,3,,,52,2170,1
1274,,,4,5,160,3,,,50,1511,1
1275,,,4,2,255,4,,,62,3198,1
1276,,,4,3,210,2,,,22,3124,1
1277,,,5,3,169,4,,,37,1290,1
1278,,,3,1,275,2,,,1,2597,1
1279,,,3,2,185,3,,,47,2467,1
1280,,,3,2,213,2,,,54,2809,1
1281,,,3,4,179,3,,,57,1582,1
1282,,,3,3,110,3,,,7,1235,1
1283,,,3,4,216,3,,,41,2042,1
1284,,,4,1,267,3,,,37,2716,1
1285,,,5,4,214,2,,,1,3709,1
1286,,,5,2,196,3,,,38,2211,1
1287,,,2,2,192,2,,,8,3127,1
1288,,,4,1,191,3,,,4,2724,1
1289,,,3,4,222,3,,,57,2714,1
1290,,,3,3,141,3,,,10,1751,1
1291,,,4,3,242,3,,,1,2808,1
1292,,,3,4,212,2,,,13,2733,1
1293,,,5,5,133,3,,,21,1648,1
1294,,,5,5,254,5,,,35,2508,1
1295,,,4,3,190,3,,,2,2125,1
1296,,,5,3,185,3,,,25,2503,1
1297,,,3,5,191,3,,,54,3890,1
1298,,,4,4,158,2,,,15,1030,1
1299,,,3,5,171,3,,,49,1333,1
1300,,,3,4,160,2,,,32,1085,1
1301,,,4,2,235,3,,,21,3088,1
1302,,,4,4,247,3,,,55,2361,1
1303,,,4,1,152,3,,,65,1706,1
1304,,,4,3,138,3,,,15,1080,1
